transaction_id,date,account,description,info,amount_orig,class,category,sub_category,rule_id,source_file,record_type,share,amount,owner,split,transaction_row_id
20231031000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__715515__actual__nordnet_salkkuraportti_preprocessedcsv,2023-10-31,nordnet_salkkuraportti,Arbor Realty Trust,Salkku 1,7155.15,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,7155.15,mkk,False,20231031000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__715515__actual__nordnet_salkkuraportti_preprocessedcsv
20230227000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__855246__actual__nordnet_salkkuraportti_preprocessedcsv,2023-02-27,nordnet_salkkuraportti,Arbor Realty Trust,Salkku 1,8552.46,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,8552.46,mkk,False,20230227000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__855246__actual__nordnet_salkkuraportti_preprocessedcsv
20241031000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__823958__actual__nordnet_salkkuraportti_preprocessedcsv,2024-10-31,nordnet_salkkuraportti,Arbor Realty Trust,Salkku 1,8239.58,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,8239.58,mkk,False,20241031000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__823958__actual__nordnet_salkkuraportti_preprocessedcsv
20241231000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__823958__actual__nordnet_salkkuraportti_preprocessedcsv,2024-12-31,nordnet_salkkuraportti,Arbor Realty Trust,Salkku 1,8239.58,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,8239.58,mkk,False,20241231000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__823958__actual__nordnet_salkkuraportti_preprocessedcsv
20230331000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__635566__actual__nordnet_salkkuraportti_preprocessedcsv,2023-03-31,nordnet_salkkuraportti,Arbor Realty Trust,Salkku 1,6355.66,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,6355.66,mkk,False,20230331000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__635566__actual__nordnet_salkkuraportti_preprocessedcsv
20240331000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__823958__actual__nordnet_salkkuraportti_preprocessedcsv,2024-03-31,nordnet_salkkuraportti,Arbor Realty Trust,Salkku 1,8239.58,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,8239.58,mkk,False,20240331000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__823958__actual__nordnet_salkkuraportti_preprocessedcsv
20230531000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__708047__actual__nordnet_salkkuraportti_preprocessedcsv,2023-05-31,nordnet_salkkuraportti,Arbor Realty Trust,Salkku 1,7080.47,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,7080.47,mkk,False,20230531000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__708047__actual__nordnet_salkkuraportti_preprocessedcsv
20240531000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__823958__actual__nordnet_salkkuraportti_preprocessedcsv,2024-05-31,nordnet_salkkuraportti,Arbor Realty Trust,Salkku 1,8239.58,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,8239.58,mkk,False,20240531000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__823958__actual__nordnet_salkkuraportti_preprocessedcsv
20230731000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__922757__actual__nordnet_salkkuraportti_preprocessedcsv,2023-07-31,nordnet_salkkuraportti,Arbor Realty Trust,Salkku 1,9227.57,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,9227.57,mkk,False,20230731000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__922757__actual__nordnet_salkkuraportti_preprocessedcsv
20240731000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__823958__actual__nordnet_salkkuraportti_preprocessedcsv,2024-07-31,nordnet_salkkuraportti,Arbor Realty Trust,Salkku 1,8239.58,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,8239.58,mkk,False,20240731000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__823958__actual__nordnet_salkkuraportti_preprocessedcsv
20230831000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__883095__actual__nordnet_salkkuraportti_preprocessedcsv,2023-08-31,nordnet_salkkuraportti,Arbor Realty Trust,Salkku 1,8830.95,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,8830.95,mkk,False,20230831000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__883095__actual__nordnet_salkkuraportti_preprocessedcsv
20240831000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__823958__actual__nordnet_salkkuraportti_preprocessedcsv,2024-08-31,nordnet_salkkuraportti,Arbor Realty Trust,Salkku 1,8239.58,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,8239.58,mkk,False,20240831000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__823958__actual__nordnet_salkkuraportti_preprocessedcsv
nat__nordnet_salkkuraportti__arborrealtytrust__salkku1__823958__actual__nordnet_salkkuraportti_preprocessedcsv,,nordnet_salkkuraportti,Arbor Realty Trust,Salkku 1,8239.58,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,8239.58,mkk,False,nat__nordnet_salkkuraportti__arborrealtytrust__salkku1__823958__actual__nordnet_salkkuraportti_preprocessedcsv
20231231000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__824999__actual__nordnet_salkkuraportti_preprocessedcsv,2023-12-31,nordnet_salkkuraportti,Arbor Realty Trust,Salkku 1,8249.99,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,8249.99,mkk,False,20231231000000__nordnet_salkkuraportti__arborrealtytrust__salkku1__824999__actual__nordnet_salkkuraportti_preprocessedcsv
20230303000000__penno__asuminen__sähkö__169__actual__pennoxlsx,2023-03-03,penno,Asuminen,Sähkö,-16.9,menot,asuminen,,18,penno.xlsx,Actual,1.0,-16.9,mkk,False,20230303000000__penno__asuminen__sähkö__169__actual__pennoxlsx
20230301000000__penno__asuminen__vastike__1659__actual__pennoxlsx,2023-03-01,penno,Asuminen,Vastike,-165.9,menot,asuminen,,18,penno.xlsx,Actual,1.0,-165.9,mkk,False,20230301000000__penno__asuminen__vastike__1659__actual__pennoxlsx
20230301000000__penno__asuminen__korko__7377__actual__pennoxlsx,2023-03-01,penno,Asuminen,Korko,-73.77,menot,asuminen,,18,penno.xlsx,Actual,1.0,-73.77,mkk,False,20230301000000__penno__asuminen__korko__7377__actual__pennoxlsx
20230131000000__varat__asunto____1000000__actual__varatcsv,2023-01-31,varat,Asunto,,100000.0,varat,asunto,,1,varat.csv,Actual,1.0,100000.0,mkk,False,20230131000000__varat__asunto____1000000__actual__varatcsv
20240430000000__varat__asunto____1000000__actual__varatcsv,2024-04-30,varat,Asunto,,100000.0,varat,asunto,,1,varat.csv,Actual,1.0,100000.0,mkk,False,20240430000000__varat__asunto____1000000__actual__varatcsv
20240331000000__varat__asunto____1000000__actual__varatcsv,2024-03-31,varat,Asunto,,100000.0,varat,asunto,,1,varat.csv,Actual,1.0,100000.0,mkk,False,20240331000000__varat__asunto____1000000__actual__varatcsv
20240228000000__varat__asunto____1000000__actual__varatcsv,2024-02-28,varat,Asunto,,100000.0,varat,asunto,,1,varat.csv,Actual,1.0,100000.0,mkk,False,20240228000000__varat__asunto____1000000__actual__varatcsv
20240630000000__varat__asunto____1000000__actual__varatcsv,2024-06-30,varat,Asunto,,100000.0,varat,asunto,,1,varat.csv,Actual,1.0,100000.0,mkk,False,20240630000000__varat__asunto____1000000__actual__varatcsv
20240131000000__varat__asunto____1000000__actual__varatcsv,2024-01-31,varat,Asunto,,100000.0,varat,asunto,,1,varat.csv,Actual,1.0,100000.0,mkk,False,20240131000000__varat__asunto____1000000__actual__varatcsv
20231231000000__varat__asunto____1000000__actual__varatcsv,2023-12-31,varat,Asunto,,100000.0,varat,asunto,,1,varat.csv,Actual,1.0,100000.0,mkk,False,20231231000000__varat__asunto____1000000__actual__varatcsv
20231130000000__varat__asunto____1000000__actual__varatcsv,2023-11-30,varat,Asunto,,100000.0,varat,asunto,,1,varat.csv,Actual,1.0,100000.0,mkk,False,20231130000000__varat__asunto____1000000__actual__varatcsv
20240731000000__varat__asunto____1000000__actual__varatcsv,2024-07-31,varat,Asunto,,100000.0,varat,asunto,,1,varat.csv,Actual,1.0,100000.0,mkk,False,20240731000000__varat__asunto____1000000__actual__varatcsv
20231031000000__varat__asunto____1000000__actual__varatcsv,2023-10-31,varat,Asunto,,100000.0,varat,asunto,,1,varat.csv,Actual,1.0,100000.0,mkk,False,20231031000000__varat__asunto____1000000__actual__varatcsv
20230930000000__varat__asunto____1000000__actual__varatcsv,2023-09-30,varat,Asunto,,100000.0,varat,asunto,,1,varat.csv,Actual,1.0,100000.0,mkk,False,20230930000000__varat__asunto____1000000__actual__varatcsv
20240831000000__varat__asunto____1000000__actual__varatcsv,2024-08-31,varat,Asunto,,100000.0,varat,asunto,,1,varat.csv,Actual,1.0,100000.0,mkk,False,20240831000000__varat__asunto____1000000__actual__varatcsv
20230831000000__varat__asunto____1000000__actual__varatcsv,2023-08-31,varat,Asunto,,100000.0,varat,asunto,,1,varat.csv,Actual,1.0,100000.0,mkk,False,20230831000000__varat__asunto____1000000__actual__varatcsv
20230731000000__varat__asunto____1000000__actual__varatcsv,2023-07-31,varat,Asunto,,100000.0,varat,asunto,,1,varat.csv,Actual,1.0,100000.0,mkk,False,20230731000000__varat__asunto____1000000__actual__varatcsv
20240930000000__varat__asunto____1000000__actual__varatcsv,2024-09-30,varat,Asunto,,100000.0,varat,asunto,,1,varat.csv,Actual,1.0,100000.0,mkk,False,20240930000000__varat__asunto____1000000__actual__varatcsv
20240531000000__varat__asunto____1000000__actual__varatcsv,2024-05-31,varat,Asunto,,100000.0,varat,asunto,,1,varat.csv,Actual,1.0,100000.0,mkk,False,20240531000000__varat__asunto____1000000__actual__varatcsv
20230630000000__varat__asunto____1000000__actual__varatcsv,2023-06-30,varat,Asunto,,100000.0,varat,asunto,,1,varat.csv,Actual,1.0,100000.0,mkk,False,20230630000000__varat__asunto____1000000__actual__varatcsv
20241231000000__varat__asunto____1000000__actual__varatcsv,2024-12-31,varat,Asunto,,100000.0,varat,asunto,,1,varat.csv,Actual,1.0,100000.0,mkk,False,20241231000000__varat__asunto____1000000__actual__varatcsv
20230430000000__varat__asunto____1000000__actual__varatcsv,2023-04-30,varat,Asunto,,100000.0,varat,asunto,,1,varat.csv,Actual,1.0,100000.0,mkk,False,20230430000000__varat__asunto____1000000__actual__varatcsv
20241031000000__varat__asunto____1000000__actual__varatcsv,2024-10-31,varat,Asunto,,100000.0,varat,asunto,,1,varat.csv,Actual,1.0,100000.0,mkk,False,20241031000000__varat__asunto____1000000__actual__varatcsv
20230228000000__varat__asunto____1000000__actual__varatcsv,2023-02-28,varat,Asunto,,100000.0,varat,asunto,,1,varat.csv,Actual,1.0,100000.0,mkk,False,20230228000000__varat__asunto____1000000__actual__varatcsv
20230331000000__varat__asunto____1000000__actual__varatcsv,2023-03-31,varat,Asunto,,100000.0,varat,asunto,,1,varat.csv,Actual,1.0,100000.0,mkk,False,20230331000000__varat__asunto____1000000__actual__varatcsv
20230531000000__varat__asunto____1000000__actual__varatcsv,2023-05-31,varat,Asunto,,100000.0,varat,asunto,,1,varat.csv,Actual,1.0,100000.0,mkk,False,20230531000000__varat__asunto____1000000__actual__varatcsv
20241130000000__varat__asunto____1000000__actual__varatcsv,2024-11-30,varat,Asunto,,100000.0,varat,asunto,,1,varat.csv,Actual,1.0,100000.0,mkk,False,20241130000000__varat__asunto____1000000__actual__varatcsv
20240131000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-01-31,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,17428.91,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,17428.91,mkk,False,20240131000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv
20231031000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__2545668__actual__nordnet_salkkuraportti_preprocessedcsv,2023-10-31,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,25456.68,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,25456.68,mkk,False,20231031000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__2545668__actual__nordnet_salkkuraportti_preprocessedcsv
20230531000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1581942__actual__nordnet_salkkuraportti_preprocessedcsv,2023-05-31,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,15819.42,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,15819.42,mkk,False,20230531000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1581942__actual__nordnet_salkkuraportti_preprocessedcsv
20230430000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__158581__actual__nordnet_salkkuraportti_preprocessedcsv,2023-04-30,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,15858.1,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,15858.1,mkk,False,20230430000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__158581__actual__nordnet_salkkuraportti_preprocessedcsv
20240228000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-02-28,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,17428.91,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,17428.91,mkk,False,20240228000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv
20230227000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1737294__actual__nordnet_salkkuraportti_preprocessedcsv,2023-02-27,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,17372.94,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,17372.94,mkk,False,20230227000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1737294__actual__nordnet_salkkuraportti_preprocessedcsv
20231231000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__2931414__actual__nordnet_salkkuraportti_preprocessedcsv,2023-12-31,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,29314.14,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,29314.14,mkk,False,20231231000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__2931414__actual__nordnet_salkkuraportti_preprocessedcsv
20241231000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-12-31,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,17428.91,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,17428.91,mkk,False,20241231000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv
20240331000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-03-31,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,17428.91,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,17428.91,mkk,False,20240331000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv
20240831000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-08-31,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,17428.91,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,17428.91,mkk,False,20240831000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv
20241031000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-10-31,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,17428.91,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,17428.91,mkk,False,20241031000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv
nat__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,17428.91,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,17428.91,mkk,False,nat__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv
20230131000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2023-01-31,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,17428.91,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,17428.91,mkk,False,20230131000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv
20240930000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-09-30,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,17428.91,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,17428.91,mkk,False,20240930000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv
20231130000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__2733059__actual__nordnet_salkkuraportti_preprocessedcsv,2023-11-30,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,27330.59,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,27330.59,mkk,False,20231130000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__2733059__actual__nordnet_salkkuraportti_preprocessedcsv
20230831000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__2909841__actual__nordnet_salkkuraportti_preprocessedcsv,2023-08-31,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,29098.41,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,29098.41,mkk,False,20230831000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__2909841__actual__nordnet_salkkuraportti_preprocessedcsv
20230930000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__2819233__actual__nordnet_salkkuraportti_preprocessedcsv,2023-09-30,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,28192.33,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,28192.33,mkk,False,20230930000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__2819233__actual__nordnet_salkkuraportti_preprocessedcsv
20230331000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1625122__actual__nordnet_salkkuraportti_preprocessedcsv,2023-03-31,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,16251.22,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,16251.22,mkk,False,20230331000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1625122__actual__nordnet_salkkuraportti_preprocessedcsv
20230731000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__3045651__actual__nordnet_salkkuraportti_preprocessedcsv,2023-07-31,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,30456.51,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,30456.51,mkk,False,20230731000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__3045651__actual__nordnet_salkkuraportti_preprocessedcsv
20240531000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-05-31,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,17428.91,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,17428.91,mkk,False,20240531000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv
20240630000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-06-30,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,17428.91,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,17428.91,mkk,False,20240630000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv
20240731000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-07-31,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,17428.91,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,17428.91,mkk,False,20240731000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv
