transaction_row_id,date_current,description_current,info_current,amount_current,rule_id_current,owner_current,class_current,category_current,sub_category_current,change_description,change_reason
Säästötavoite 1_202311_mkk_1000,2023-11-30,Säästötavoite 1,,1000,Säästötavoite 1,mkk,tulot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202312_mkk_1000,2023-12-31,Säästötavoite 1,,1000,Säästötavoite 1,mkk,tulot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202401_mkk_1000,2024-01-31,Säästötavoite 1,,1000,Säästötavoite 1,mkk,tulot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202402_mkk_1000,2024-02-29,Säästötavoite 1,,1000,Säästötavoite 1,mkk,tulot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202403_mkk_1000,2024-03-31,Säästötavoite 1,,1000,Säästötavoite 1,mkk,tulot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202404_mkk_1000,2024-04-30,Säästötavoite 1,,1000,Säästötavoite 1,mkk,tulot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202405_mkk_1000,2024-05-31,Säästötavoite 1,,1000,Säästötavoite 1,mkk,tulot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202406_mkk_1000,2024-06-30,Säästötavoite 1,,1000,Säästötavoite 1,mkk,tulot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202407_mkk_1000,2024-07-31,Säästötavoite 1,,1000,Säästötavoite 1,mkk,tulot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202408_mkk_1000,2024-08-31,Säästötavoite 1,,1000,Säästötavoite 1,mkk,tulot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202409_mkk_1000,2024-09-30,Säästötavoite 1,,1000,Säästötavoite 1,mkk,tulot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202410_mkk_1000,2024-10-31,Säästötavoite 1,,1000,Säästötavoite 1,mkk,tulot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202411_mkk_1000,2024-11-30,Säästötavoite 1,,1000,Säästötavoite 1,mkk,tulot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202412_mkk_1000,2024-12-31,Säästötavoite 1,,1000,Säästötavoite 1,mkk,tulot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202301_mkk_-500,2023-01-31,Säästötavoite 1,,-500,Säästötavoite 1,mkk,menot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202302_mkk_-500,2023-02-28,Säästötavoite 1,,-500,Säästötavoite 1,mkk,menot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202303_mkk_-500,2023-03-31,Säästötavoite 1,,-500,Säästötavoite 1,mkk,menot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202304_mkk_-500,2023-04-30,Säästötavoite 1,,-500,Säästötavoite 1,mkk,menot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202305_mkk_-500,2023-05-31,Säästötavoite 1,,-500,Säästötavoite 1,mkk,menot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202306_mkk_-500,2023-06-30,Säästötavoite 1,,-500,Säästötavoite 1,mkk,menot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202307_mkk_-500,2023-07-31,Säästötavoite 1,,-500,Säästötavoite 1,mkk,menot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202308_mkk_-500,2023-08-31,Säästötavoite 1,,-500,Säästötavoite 1,mkk,menot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202309_mkk_-500,2023-09-30,Säästötavoite 1,,-500,Säästötavoite 1,mkk,menot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202310_mkk_-500,2023-10-31,Säästötavoite 1,,-500,Säästötavoite 1,mkk,menot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202311_mkk_-500,2023-11-30,Säästötavoite 1,,-500,Säästötavoite 1,mkk,menot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202312_mkk_-500,2023-12-31,Säästötavoite 1,,-500,Säästötavoite 1,mkk,menot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202401_mkk_-500,2024-01-31,Säästötavoite 1,,-500,Säästötavoite 1,mkk,menot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202402_mkk_-500,2024-02-29,Säästötavoite 1,,-500,Säästötavoite 1,mkk,menot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202403_mkk_-500,2024-03-31,Säästötavoite 1,,-500,Säästötavoite 1,mkk,menot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202404_mkk_-500,2024-04-30,Säästötavoite 1,,-500,Säästötavoite 1,mkk,menot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202405_mkk_-500,2024-05-31,Säästötavoite 1,,-500,Säästötavoite 1,mkk,menot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202406_mkk_-500,2024-06-30,Säästötavoite 1,,-500,Säästötavoite 1,mkk,menot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202407_mkk_-500,2024-07-31,Säästötavoite 1,,-500,Säästötavoite 1,mkk,menot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202408_mkk_-500,2024-08-31,Säästötavoite 1,,-500,Säästötavoite 1,mkk,menot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202409_mkk_-500,2024-09-30,Säästötavoite 1,,-500,Säästötavoite 1,mkk,menot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202410_mkk_-500,2024-10-31,Säästötavoite 1,,-500,Säästötavoite 1,mkk,menot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202411_mkk_-500,2024-11-30,Säästötavoite 1,,-500,Säästötavoite 1,mkk,menot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
Säästötavoite 1_202412_mkk_-500,2024-12-31,Säästötavoite 1,,-500,Säästötavoite 1,mkk,menot,,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
