transaction_row_id,date_current,description_current,info_current,amount_current,rule_id_current,owner_current,class_current,category_current,sub_category_current,change_description,change_reason
20230731000000__varat__asunto____1000000__actual__varatcsv,2023-07-31,Asunto,,100000.0,1,mkk,varat,asunto,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240930000000__varat__asunto____1000000__actual__varatcsv,2024-09-30,Asunto,,100000.0,1,mkk,varat,asunto,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240531000000__varat__asunto____1000000__actual__varatcsv,2024-05-31,Asunto,,100000.0,1,mkk,varat,asunto,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230630000000__varat__asunto____1000000__actual__varatcsv,2023-06-30,Asunto,,100000.0,1,mkk,varat,asunto,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241231000000__varat__asunto____1000000__actual__varatcsv,2024-12-31,Asunto,,100000.0,1,mkk,varat,asunto,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230430000000__varat__asunto____1000000__actual__varatcsv,2023-04-30,Asunto,,100000.0,1,mkk,varat,asunto,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241031000000__varat__asunto____1000000__actual__varatcsv,2024-10-31,Asunto,,100000.0,1,mkk,varat,asunto,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230228000000__varat__asunto____1000000__actual__varatcsv,2023-02-28,Asunto,,100000.0,1,mkk,varat,asunto,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230331000000__varat__asunto____1000000__actual__varatcsv,2023-03-31,Asunto,,100000.0,1,mkk,varat,asunto,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230531000000__varat__asunto____1000000__actual__varatcsv,2023-05-31,Asunto,,100000.0,1,mkk,varat,asunto,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241130000000__varat__asunto____1000000__actual__varatcsv,2024-11-30,Asunto,,100000.0,1,mkk,varat,asunto,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240131000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-01-31,Bank Of Nova Scotia,Salkku 1,17428.91,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231031000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__2545668__actual__nordnet_salkkuraportti_preprocessedcsv,2023-10-31,Bank Of Nova Scotia,Salkku 1,25456.68,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230531000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1581942__actual__nordnet_salkkuraportti_preprocessedcsv,2023-05-31,Bank Of Nova Scotia,Salkku 1,15819.42,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230430000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__158581__actual__nordnet_salkkuraportti_preprocessedcsv,2023-04-30,Bank Of Nova Scotia,Salkku 1,15858.1,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240228000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-02-28,Bank Of Nova Scotia,Salkku 1,17428.91,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230227000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1737294__actual__nordnet_salkkuraportti_preprocessedcsv,2023-02-27,Bank Of Nova Scotia,Salkku 1,17372.94,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231231000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__2931414__actual__nordnet_salkkuraportti_preprocessedcsv,2023-12-31,Bank Of Nova Scotia,Salkku 1,29314.14,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241231000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-12-31,Bank Of Nova Scotia,Salkku 1,17428.91,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240331000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-03-31,Bank Of Nova Scotia,Salkku 1,17428.91,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240831000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-08-31,Bank Of Nova Scotia,Salkku 1,17428.91,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241031000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-10-31,Bank Of Nova Scotia,Salkku 1,17428.91,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
nat__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,,Bank Of Nova Scotia,Salkku 1,17428.91,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230131000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2023-01-31,Bank Of Nova Scotia,Salkku 1,17428.91,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240930000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-09-30,Bank Of Nova Scotia,Salkku 1,17428.91,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231130000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__2733059__actual__nordnet_salkkuraportti_preprocessedcsv,2023-11-30,Bank Of Nova Scotia,Salkku 1,27330.59,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230831000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__2909841__actual__nordnet_salkkuraportti_preprocessedcsv,2023-08-31,Bank Of Nova Scotia,Salkku 1,29098.41,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230930000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__2819233__actual__nordnet_salkkuraportti_preprocessedcsv,2023-09-30,Bank Of Nova Scotia,Salkku 1,28192.33,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230331000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1625122__actual__nordnet_salkkuraportti_preprocessedcsv,2023-03-31,Bank Of Nova Scotia,Salkku 1,16251.22,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230731000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__3045651__actual__nordnet_salkkuraportti_preprocessedcsv,2023-07-31,Bank Of Nova Scotia,Salkku 1,30456.51,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240531000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-05-31,Bank Of Nova Scotia,Salkku 1,17428.91,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240630000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-06-30,Bank Of Nova Scotia,Salkku 1,17428.91,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240731000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-07-31,Bank Of Nova Scotia,Salkku 1,17428.91,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241130000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-11-30,Bank Of Nova Scotia,Salkku 1,17428.91,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230630000000__nordnet_salkkuraportti__bankofnovascotia__salkku1__1604662__actual__nordnet_salkkuraportti_preprocessedcsv,2023-06-30,Bank Of Nova Scotia,Salkku 1,16046.62,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230531000000__nordnet_salkkuraportti__cubesmart__salkku1__665411__actual__nordnet_salkkuraportti_preprocessedcsv,2023-05-31,CubeSmart,Salkku 1,6654.11,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240731000000__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,2024-07-31,CubeSmart,Salkku 1,6738.83,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240831000000__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,2024-08-31,CubeSmart,Salkku 1,6738.83,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230731000000__nordnet_salkkuraportti__cubesmart__salkku1__63096__actual__nordnet_salkkuraportti_preprocessedcsv,2023-07-31,CubeSmart,Salkku 1,6309.6,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240531000000__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,2024-05-31,CubeSmart,Salkku 1,6738.83,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240331000000__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,2024-03-31,CubeSmart,Salkku 1,6738.83,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230831000000__nordnet_salkkuraportti__cubesmart__salkku1__615436__actual__nordnet_salkkuraportti_preprocessedcsv,2023-08-31,CubeSmart,Salkku 1,6154.36,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240131000000__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,2024-01-31,CubeSmart,Salkku 1,6738.83,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230630000000__nordnet_salkkuraportti__cubesmart__salkku1__654712__actual__nordnet_salkkuraportti_preprocessedcsv,2023-06-30,CubeSmart,Salkku 1,6547.12,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230227000000__nordnet_salkkuraportti__cubesmart__salkku1__703491__actual__nordnet_salkkuraportti_preprocessedcsv,2023-02-27,CubeSmart,Salkku 1,7034.91,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240228000000__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,2024-02-28,CubeSmart,Salkku 1,6738.83,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231130000000__nordnet_salkkuraportti__cubesmart__salkku1__1132345__actual__nordnet_salkkuraportti_preprocessedcsv,2023-11-30,CubeSmart,Salkku 1,11323.45,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241130000000__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,2024-11-30,CubeSmart,Salkku 1,6738.83,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230430000000__nordnet_salkkuraportti__cubesmart__salkku1__660495__actual__nordnet_salkkuraportti_preprocessedcsv,2023-04-30,CubeSmart,Salkku 1,6604.95,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240630000000__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,2024-06-30,CubeSmart,Salkku 1,6738.83,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230930000000__nordnet_salkkuraportti__cubesmart__salkku1__577041__actual__nordnet_salkkuraportti_preprocessedcsv,2023-09-30,CubeSmart,Salkku 1,5770.41,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240930000000__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,2024-09-30,CubeSmart,Salkku 1,6738.83,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
nat__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,,CubeSmart,Salkku 1,6738.83,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231031000000__nordnet_salkkuraportti__cubesmart__salkku1__515822__actual__nordnet_salkkuraportti_preprocessedcsv,2023-10-31,CubeSmart,Salkku 1,5158.22,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241031000000__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,2024-10-31,CubeSmart,Salkku 1,6738.83,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231231000000__nordnet_salkkuraportti__cubesmart__salkku1__1301493__actual__nordnet_salkkuraportti_preprocessedcsv,2023-12-31,CubeSmart,Salkku 1,13014.93,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241231000000__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,2024-12-31,CubeSmart,Salkku 1,6738.83,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
